,season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
62,2024,ARI,K,K,5.0,RES,Matt Prater,Matt,Prater,1984-08-10,70.0,201,Central Florida,00-0023853,11122,67f5e782-f91c-4536-9818-cf4a0e7e821d,8565,5051,3471,,549,17,18,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",,17,REG,R48,Matt,PRA143616,31446,32005052-4114-3616-ccef-0127103fb075,2006,2006.0,,,40.383
63,2024,ARI,K,K,5.0,ACT,Matt Prater,Matt,Prater,1984-08-10,70.0,201,Central Florida,00-0023853,11122,67f5e782-f91c-4536-9818-cf4a0e7e821d,8565,5051,3471,,549,17,18,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",,4,REG,A01,Matt,PRA143616,31446,32005052-4114-3616-ccef-0127103fb075,2006,2006.0,,,40.137
621,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,13,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.409
622,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,16,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.467
623,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,3,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.218
624,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,15,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.448
625,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,9,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.333
626,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,6,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.275
627,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,12,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.39
628,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,8,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.313
629,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,18,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.505
630,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,17,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.483
631,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,4,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.237
632,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,10,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.352
633,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,5,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.256
634,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,7,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.297
635,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,2,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.198
636,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,14,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.428
637,2024,ARI,LS,LS,46.0,ACT,Aaron Brewer,Aaron,Brewer,1990-07-05,77.0,232,San Diego State,00-0028946,15241,99149c69-e14f-4e05-9c3a-8ae7e3b1f00b,25976,8543,7301,,14042,1122,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jyuyqxrvpdiyvdzbnnzb",,1,REG,A01,Aaron,BRE611741,38897,32004252-4561-1741-8e18-114a5262818a,2012,2012.0,,,34.179
712,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,7,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.37
713,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,10,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.425
714,2024,ARI,OL,T,68.0,INA,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",,3,REG,I01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.291
715,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",TE,14,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.502
716,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,1,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.253
717,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,6,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.348
718,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",TE,13,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.483
719,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,5,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.329
720,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,16,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.54
721,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,4,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.31
722,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,18,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.578
723,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,2,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.272
724,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,8,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.387
725,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",TE,15,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.521
726,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,17,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.556
727,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",,12,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.463
728,2024,ARI,OL,T,68.0,ACT,Kelvin Beachum,Kelvin,Beachum,1989-06-08,75.0,308,Southern Methodist,00-0029316,,,,,,,,,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqac6lsxo5f2lyzcnmzu",T,9,REG,A01,Kelvin,BEA111513,38779,32004245-4111-1513-5626-cd2b32ceb041,2012,2012.0,PIT,248.0,35.406
1906,2024,ARI,P,P,10.0,ACT,Michael Palardy,Michael,Palardy,1992-07-06,71.0,200,Tennessee,00-0031363,17475,5f3cc875-e802-46b2-81ad-3ffb7a3a1662,28292,10053,9277,,17286,2818,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hoxfeahxcb9sbz83nose",,15,REG,A01,Michael,PAL050322,42098,32005041-4c05-0322-2d4d-b3edea08e00c,2014,2014.0,,,32.444
1907,2024,ARI,P,P,10.0,ACT,Michael Palardy,Michael,Palardy,1992-07-06,71.0,200,Tennessee,00-0031363,17475,5f3cc875-e802-46b2-81ad-3ffb7a3a1662,28292,10053,9277,,17286,2818,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hoxfeahxcb9sbz83nose",,17,REG,A01,Michael,PAL050322,42098,32005041-4c05-0322-2d4d-b3edea08e00c,2014,2014.0,,,32.479
1908,2024,ARI,P,P,10.0,ACT,Michael Palardy,Michael,Palardy,1992-07-06,71.0,200,Tennessee,00-0031363,17475,5f3cc875-e802-46b2-81ad-3ffb7a3a1662,28292,10053,9277,,17286,2818,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hoxfeahxcb9sbz83nose",,18,REG,A01,Michael,PAL050322,42098,32005041-4c05-0322-2d4d-b3edea08e00c,2014,2014.0,,,32.501
1909,2024,ARI,P,P,10.0,ACT,Michael Palardy,Michael,Palardy,1992-07-06,71.0,200,Tennessee,00-0031363,17475,5f3cc875-e802-46b2-81ad-3ffb7a3a1662,28292,10053,9277,,17286,2818,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hoxfeahxcb9sbz83nose",,16,REG,A01,Michael,PAL050322,42098,32005041-4c05-0322-2d4d-b3edea08e00c,2014,2014.0,,,32.463
2879,2024,ARI,DL,DT,90.0,DEV,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqkyimdahqjlnqu60zqf",,14,REG,P02,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,32.066
2880,2024,ARI,DL,DT,90.0,DEV,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ductjldtyg8hb7vxnzz5",,2,REG,P07,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,31.836
2881,2024,ARI,DL,DT,90.0,DEV,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqkyimdahqjlnqu60zqf",,15,REG,P02,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,32.085
2882,2024,ARI,DL,DT,90.0,DEV,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ductjldtyg8hb7vxnzz5",,3,REG,P07,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,31.855
2883,2024,ARI,DL,DT,90.0,ACT,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ductjldtyg8hb7vxnzz5",INTERIOR_LINE,4,REG,A01,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,31.874
2884,2024,ARI,DL,DT,90.0,DEV,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ductjldtyg8hb7vxnzz5",,5,REG,P02,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,31.893
2885,2024,ARI,DL,DT,90.0,DEV,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqkyimdahqjlnqu60zqf",,6,REG,P02,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,31.912
2886,2024,ARI,DL,DT,90.0,DEV,Angelo Blackson,Angelo,Blackson,1992-11-14,76.0,318,Auburn,00-0032107,2574582,e9799059-f592-47e8-aab3-e2027fe7b148,28488,10453,9533,BlacAn00,16861,2405,9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqkyimdahqjlnqu60zqf",,7,REG,P02,Angelo,BLA326665,42443,3200424c-4132-6665-cd8f-3d01d2e24bcf,2015,2015.0,TEN,100.0,31.934
